label,GCN,MLP,solubility
1071,0.885912955,0.9392944,1
1072,0.757807791,0.59747195,0.8
1073,0.497105539,0.656835,0.93
1075,0.807228982,0.7722998,0.88
1076,0.630621612,0.6597859,0.97
1078,0.740310788,0.67009985,0.24
1079,0.644094586,0.6625148,0.73
1080,0.565755904,0.5510284,0.26
1082,0.880837202,0.79399645,0.87
1083,0.249752402,0.26725978,0.19
1085,0.885504305,0.85460216,1
1087,0.70321542,0.66031635,0.21
1089,0.410727948,0.3947542,0.26
1090,0.720049441,0.86983585,1
1092,0.581141353,0.38231552,0.4
1093,0.418753684,0.2554209,0.36
1094,0.82319361,0.67829186,0.95
1095,0.614774942,0.55847436,0.7
1096,0.695864677,0.5435422,0.24
1097,0.784615636,0.5828367,0.63
1098,0.376734376,0.20583989,0.16
1099,0.270545512,0.36267796,0.86
1100,0.34816134,0.3492203,0.16
1105,0.581467986,0.6329681,0.09
1106,0.597913861,0.5846086,1
1108,0.667830765,0.6297256,0.81
1109,0.816520631,0.77948576,1
1111,0.906958818,0.85750157,1
1112,0.85845232,0.8015408,1
1113,0.362490565,0.34998322,0.32
1114,0.834892631,0.7900122,0.86
1117,0.402750134,0.27014056,0.43
1119,0.949192047,0.8728221,1
1120,0.556951463,0.4389281,0.86
1121,0.480643183,0.25528643,0.59
1122,0.790181339,0.61086625,0.52
1124,0.434605032,0.23318158,0.6
1125,0.7536937,0.7131592,1
1126,0.740356386,0.53215146,0.51
1128,0.311103195,0.22720185,0.08
1129,0.209482342,0.21634507,0.11
1130,0.716638327,0.6679476,0.49
1131,0.789194584,0.8192452,0.68
1132,0.863695145,0.7623136,1
1133,0.420196235,0.4111949,0.44
1134,0.617115855,0.41279244,0.55
1135,0.651726663,0.41860488,1
1136,0.467491627,0.51641625,0.11
1139,0.641120255,0.44189164,0.93
1140,0.750046134,0.5281131,0.61
1141,0.296910912,0.30592063,0.14
1142,0.570808947,0.4208709,0.2
1143,0.747107029,0.84822094,1
1144,0.467634648,0.6603941,0.7
1145,0.283202201,0.2991132,0.37
1149,0.582060099,0.57414454,0.77
1150,0.766462147,0.41376895,0.45
1151,0.494613826,0.63909173,0.61
1152,0.18761766,0.20148376,0.12
1153,0.698089123,0.63976705,1
1154,0.336431414,0.2932233,0.24
1155,0.205255046,0.22025047,0.32
1157,0.62882489,0.68277717,0.5
1159,0.4804461,0.6226548,0.44
1160,0.618724346,0.42731908,0.46
1162,0.280593634,0.3043798,0.09
1163,0.727619946,0.5466854,0.54
1164,0.588324785,0.57679474,0.57
1165,0.378473848,0.36251625,0.82
1167,0.869377255,0.8179313,0.91
1168,0.334280461,0.21060337,0.06
1169,0.703819633,0.57398146,0.81
1170,0.452136219,0.21557274,0.35
1171,0.251041174,0.2232503,0.18
1172,0.179332897,0.18424371,0.15
1173,0.422744215,0.58393496,0.46
1175,0.286883354,0.29088962,0.62
1176,0.582417786,0.54507226,0.67
1177,0.526604295,0.49305385,0.79
1178,0.458514452,0.40763366,0.34
1179,0.520885229,0.4481361,0.78
1180,0.163817763,0.23486593,0.32
1181,0.367434531,0.20029792,0.48
1182,0.170407832,0.26532492,0.04
1183,0.155050129,0.13966814,0.04
1184,0.166057721,0.12895213,0.94
1185,0.36863938,0.4643564,0.37
1186,0.853383482,0.6870411,0.98
1187,0.598769963,0.39502168,0.15
1190,0.587640762,0.5776353,0.72
1191,0.37146467,0.33773348,0.19
1193,0.432543397,0.3165974,0.4
1195,0.591282606,0.592121,0.39
1196,0.639880776,0.47208282,0.89
1197,0.28298986,0.31910887,0.35
1198,0.643289328,0.59041,0.29
1199,0.501388609,0.40257275,0.13
1200,0.342773885,0.3040808,0.2
1201,0.692415237,0.66607004,0.85
1204,0.552758574,0.5079682,0.68
1206,0.524540365,0.5631629,0.43
1207,0.252876967,0.21829502,0.04
1208,0.741190076,0.48788163,0.57
1209,0.743828893,0.5147771,0.77
1212,0.364740849,0.27805123,0.27
1213,0.336412936,0.2543505,0.11
1214,0.769408762,0.54920566,0.65
1215,0.561603189,0.5271574,0.78
1216,0.410569578,0.4022186,0.07
1217,0.761728466,0.76511246,0.91
1218,0.408922166,0.3656196,0.25
1220,0.583707452,0.5491682,0.92
1222,0.805906534,0.7702196,0.69
1223,0.853769243,0.704721,0.97
1224,0.354643017,0.31796068,0.21
1226,0.212204352,0.2808712,0.09
1227,0.848383546,0.70354855,0.99
1228,0.502635181,0.3238687,0.16
1229,0.750295281,0.71671605,0.84
1230,0.299160779,0.2844648,0.41
1232,0.259350926,0.16509992,0.16
1233,0.359343916,0.31977028,0.11
1234,0.28303647,0.29004857,0.37
1235,0.302005291,0.18449968,0.14
1236,0.306451797,0.35652712,0.16
1238,0.54474771,0.4359041,0.24
1239,0.59687227,0.65624785,0.96
1242,0.629520595,0.37379283,0.04
1245,0.535420895,0.22525229,0.13
1247,0.683210433,0.6784752,0.81
1248,0.374652654,0.17666785,0.17
1253,0.409914076,0.2992085,0.37
1254,0.530407667,0.49910644,0.66
1255,0.253178477,0.3179724,0.08
1258,0.2780056,0.26585352,0.12
1260,0.668359458,0.54581994,0.78
1261,0.496096462,0.5297216,0.27
1262,0.378528506,0.27455646,0.16
1263,0.786872149,0.6046807,0.94
1264,0.502439499,0.337866,0.18
1265,0.831876874,0.55973977,0.77
1267,0.369738936,0.5288728,0.33
1269,0.826787531,0.8265304,1
1270,0.208330929,0.25540933,0.11
1271,0.84568423,0.93435067,0.81
1272,0.626138985,0.45413756,0.33
1273,0.28786695,0.37267074,0.19
1274,0.529617071,0.32117388,0.03
1275,0.641292453,0.5287166,0.45
1277,0.795515716,0.66655964,0.75
1280,0.627735734,0.57880694,0.75
1281,0.708943963,0.35313493,0.37
1282,0.225914434,0.23353015,0.05
1283,0.86038214,0.83601725,0.96
1284,0.418789536,0.37663698,0.23
1289,0.342599243,0.20130138,0.04
1290,0.759014368,0.5386028,1
1291,0.590598643,0.47136253,0.18
1292,0.649052143,0.28083366,0.79
1293,0.659003496,0.50604117,1
1294,0.230799705,0.24138954,0.16
1295,0.694971979,0.5935236,0.87
1296,0.454840451,0.4208157,0.21
1297,0.527174592,0.25670096,0.11
1298,0.190284133,0.23884247,0.03
1299,0.784602106,0.8360715,0.62
1300,0.555615604,0.7753455,0.64
1302,0.785420477,0.7132537,0.44
1304,0.592086732,0.3181749,0.64
1305,0.753378391,0.5757116,0.58
1306,0.503418148,0.5926002,0.76
1307,0.439427644,0.23403291,0.19
1308,0.367895544,0.29805082,0.11
1309,0.431322217,0.24163692,0.3
1311,0.559764087,0.6361798,0.66
1312,0.267866939,0.2187558,0.2
1313,0.692324817,0.7356579,0.66
1314,0.519733965,0.41542113,0.53
1315,0.71836412,0.6318849,0.74
1316,0.710893393,0.8701,0.76
1318,0.789942503,0.7278815,0.81
1319,0.850179732,0.79301167,0.94
1320,0.892680764,0.61517715,0.43
1321,0.637640476,0.81680554,0.84
1322,0.324400097,0.44057438,0.7
1323,0.779592276,0.748595,0.71
1324,0.757372797,0.68609315,0.98
1325,0.793848574,0.640979,1
1326,0.281391948,0.29607305,0.16
1327,0.358575165,0.28753588,0.1
1328,0.841298282,0.8287847,0.88
1329,0.7344715,0.804592,0.96
1330,0.735122502,0.69328594,0.37
1333,0.57234931,0.6015017,0.78
1334,0.583750367,0.69874775,0.73
1335,0.823449314,0.6691036,1
1336,0.770498633,0.67994183,0.66
1337,0.213197693,0.22898094,0.16
1339,0.274023443,0.24225514,0.25
1340,0.960674644,0.8724396,1
1341,0.65088135,0.7492874,0.92
1342,0.477654845,0.48126593,0.65
1343,0.712703705,0.8546978,1
1344,0.822910488,0.5263104,0.8
1346,0.351654977,0.26373014,0.36
1347,0.910346508,0.9449836,1
1348,0.628283978,0.36350203,0.3
1350,0.481952459,0.3387042,0.63
1352,0.417276919,0.3248474,0.3
1353,0.830371737,0.9240656,1
1354,0.792085767,0.85898274,1
1356,0.897463083,0.7819685,1
1357,0.681625783,0.6602279,0.25
1361,0.917249262,0.8634503,1
1362,0.8917377,0.7957788,0.9
1363,0.905940235,0.8230481,0.77
1364,0.735462666,0.86293876,0.94
1367,0.703301132,0.5776803,0.51
1368,0.728995681,0.7084308,0.86
1369,0.926950395,0.78710264,0.72
1370,0.639333963,0.54089105,0.38
1371,0.945586503,0.9597775,1
1372,0.160551146,0.23465747,0.14
1373,0.337355733,0.34572175,0.36
1375,0.859683812,0.82809865,1
1378,0.488189995,0.5320449,0.44
1379,0.292925477,0.29275244,0.05
1380,0.735283673,0.52244365,0.81
1381,0.450298548,0.38443676,0.12
1382,0.737099648,0.8179047,1
1383,0.84890306,0.84838086,1
1384,0.798408628,0.6860591,0.48
1386,0.748077214,0.6398939,1
1387,0.690358162,0.7372865,0.21
1388,0.912419796,0.8728714,0.94
1389,0.924507976,0.9422522,0.93
1390,0.85785079,0.79483545,0.86
1391,0.82684809,0.8080856,0.75
1394,0.570180655,0.6603455,0.49
1395,0.793204606,0.91300017,0.79
1397,0.267854959,0.2282128,0.24
1398,0.541535556,0.44221354,0.53
1399,0.87789768,0.7466387,0.9
1401,0.862870157,0.7102942,0.91
1402,0.915992498,0.79950786,1
1403,0.820303798,0.69848907,0.58
1404,0.757018328,0.5277533,1
1405,0.862330317,0.83132416,0.86
1408,0.801141858,0.807349,0.84
1409,0.698351741,0.89838505,1
1411,0.529856622,0.8791906,1
1412,0.799166203,0.9931184,1
1413,0.76997143,0.818077,1
1414,0.907158196,0.9017414,1
1415,0.828515947,0.60211706,0.98
1416,0.798516691,0.76619995,0.99
1417,0.898981452,0.87411,0.9
1418,0.710938513,0.8236754,0.97
1419,0.427119285,0.3658075,0.42
1420,0.898316622,0.7732302,1
1423,0.917162716,0.78667635,0.77
1424,0.920240223,0.743105,0.94
1426,0.710417867,0.84782577,0.7
1429,0.812185943,0.6347302,0.36
1430,0.8577649,0.66647434,0.96
1431,0.962507606,0.96742773,1
1432,0.781398535,0.65118676,0.53
1433,0.2227889,0.2486561,0.5
1435,0.317786008,0.4294936,0.68
1438,0.761762023,0.75125575,0.84
1439,0.930460155,0.8566722,1
1440,0.334746182,0.33422607,0.15
1441,0.808576703,0.8867879,0.76
1442,0.913575947,0.83268344,1
1443,0.774513602,0.71096766,0.69
1445,0.892398834,0.8419172,1
1448,0.721162856,0.6693185,0.62
1449,0.683161736,0.55397147,0.9
1452,0.532745242,0.44870165,0.15
1453,0.222588137,0.2778167,0.31
1454,0.479477853,0.41335756,0.78
1455,0.93409735,0.883407,0.66
1456,0.38112691,0.62392384,0.66
1458,0.7293576,0.7414252,0.83
1460,0.881804585,0.67021585,1
1462,0.576026857,0.5373739,0.25
1463,0.905812204,0.7048406,0.79
1464,0.724013984,0.7387169,0.91
1467,0.6644485,0.6323315,0.74
1469,0.280443996,0.39113238,0.17
1470,0.787553728,0.816097,1
1471,0.560732901,0.7582988,1
1472,0.314039826,0.30225417,0.44
1473,0.345577002,0.24750245,0.48
1474,0.698492944,0.6779338,1
1475,0.495425731,0.34023094,0.54
1478,0.197126895,0.22345118,0.17
1479,0.217615381,0.25771707,0.1
1480,0.427529961,0.5221254,0.31
1481,0.295476526,0.3602715,0.24
1482,0.494909197,0.7819441,0.49
1484,0.331670463,0.31629398,0.63
1485,0.295747161,0.36376566,0.18
1486,0.283815324,0.4486335,0.39
1487,0.49063924,0.4509206,0.81
1488,0.216497779,0.12787376,0.06
1489,0.258457929,0.2964365,0.08
1491,0.342261523,0.458312,0.46
1493,0.257541835,0.20039892,0.74
1494,0.314801246,0.39912683,0.42
1496,0.270706743,0.35255006,0.56
1497,0.31334275,0.3345523,0.66
1498,0.203917325,0.3091595,0.06
1499,0.246741876,0.40693688,0.09
1500,0.246624097,0.10929384,0.07
1501,0.262668371,0.19246623,0.12
1502,0.349651307,0.42633057,0.37
1503,0.259301037,0.24569449,0.22
1504,0.266805887,0.28374264,0.03
1505,0.396995097,0.3041848,0.49
1506,0.416408509,0.38415447,0.18
1507,0.304672509,0.479954,0.57
1508,0.24654384,0.23208132,0.22
1510,0.340658933,0.37556902,0.17
1511,0.313398093,0.41363186,0.5
1512,0.22982654,0.23539282,0.12
1514,0.399227828,0.44272357,0.79
1515,0.514802337,0.34537816,0.47
1516,0.231979325,0.18761852,0.07
1518,0.272369355,0.31458378,0.26
1519,0.457018524,0.34898344,0.18
1520,0.23556979,0.16298756,0.18
1521,0.219424605,0.21814643,0.27
1523,0.317883551,0.26408777,0.9
1524,0.286626309,0.38891253,0.06
1525,0.201930076,0.27363053,0.03
1526,0.258769959,0.17174809,0.04
1527,0.675167799,0.4375704,0.49
1528,0.369784802,0.5583757,0.54
1529,0.426478118,0.42393684,0.16
1530,0.273591459,0.31763858,0.52
1531,0.273676246,0.24253547,0.16
1534,0.810103893,0.9193816,0.9
1535,0.4483504,0.4261184,0.11
1536,0.361679316,0.36254022,0.21
1537,0.204845935,0.20045221,0.07
1538,0.249123052,0.42018524,0.07
1539,0.266234547,0.15032594,0.08
1541,0.668305159,0.6670396,0.49
1542,0.661459684,0.5749254,0.66
1543,0.606922448,0.7938835,1
1544,0.487423778,0.6156075,0.05
1545,0.279768407,0.33458218,0.2
1546,0.419956565,0.5400669,0.13
1547,0.626593113,0.6090644,0.17
1549,0.2025107,0.21074973,0.17
1550,0.36830321,0.28890127,0.07
1551,0.28844586,0.4154158,0.1
1552,0.219979122,0.17450766,0.1
1553,0.42003125,0.42690635,0.38
1554,0.575322151,0.57639825,0.24
1555,0.55171603,0.44750392,0.77
1556,0.318951994,0.40356755,0.36
1557,0.22637473,0.36039984,0.15
1559,0.287542492,0.49589682,0.18
1561,0.496417224,0.5038639,0.17
1563,0.537242413,0.555842,0.48
1564,0.522681355,0.7309579,0.52
1565,0.221653789,0.10958325,0.06
1567,0.486158133,0.25845972,0.29
1570,0.503307045,0.43648422,0.34
1571,0.498139054,0.63184184,1
1573,0.683240712,0.9129163,0.93
1574,0.257596374,0.22220947,0.31
1575,0.306470305,0.28284192,0.17
1576,0.540626347,0.3973429,0.48
1577,0.327114642,0.28602532,0.05
1578,0.503625631,0.553491,0.3
1582,0.359033793,0.29582548,0.08
1583,0.287703127,0.42879564,0.09
1584,0.443243384,0.2470139,0.1
1585,0.652475357,0.5843736,0.23
1586,0.402142614,0.46260682,0.65
1588,0.899048209,0.7396712,0.75
1589,0.407298833,0.40363067,0.1
1591,0.773653567,0.4665306,0.98
1594,0.739073813,0.9287848,0.91
1595,0.384456336,0.4502067,0.31
1596,0.221142098,0.22636896,0.77
1598,0.184743434,0.082391985,0.02
1599,0.364737123,0.2795001,0.41
1600,0.278140932,0.2869415,0.32
1602,0.377176791,0.3686791,0.39
1603,0.506164432,0.34125525,0.09
1604,0.624410093,0.54954743,0.46
1605,0.726231098,0.5645838,0.39
1606,0.247083232,0.24714436,0.25
1607,0.393997133,0.19102722,0.14
1608,0.302305043,0.34118098,0.52
1609,0.258599669,0.27668223,0.13
1610,0.292257041,0.2795322,0.14
1611,0.20868586,0.25883803,0.31
1612,0.628062308,0.65710664,0.41
1613,0.323820204,0.1732357,0.5
1614,0.527751625,0.6071654,0.29
1616,0.265764117,0.28780416,0.18
1618,0.400640965,0.3068339,0.21
1619,0.358633369,0.49649674,1
1620,0.514892161,0.63433415,0.85
1625,0.642189145,0.6348959,0.58
1627,0.341674298,0.15729031,0.01
1628,0.660783291,0.32982758,0.38
1630,0.235956907,0.23340483,0.08
1631,0.156135157,0.102812976,0.12
1632,0.398229867,0.43137726,0.67
1634,0.285113215,0.34301966,0.37
1635,0.526594698,0.39153594,0.82
1637,0.315175146,0.2728247,0.77
1639,0.36311397,0.51377237,0.8
1640,0.51222837,0.5813316,0.87
1641,0.24578619,0.34215784,0.12
1642,0.673213422,0.6916405,0.96
1644,0.385316193,0.24645461,0.14
1645,0.635381401,0.3659884,0.62
1646,0.37370044,0.2151904,0.05
1647,0.353847414,0.61205065,0.13
1648,0.412140101,0.36715353,0.33
1649,0.265481085,0.43849266,0.09
1650,0.690601528,0.51375055,0.76
1651,0.415273398,0.2831848,0.82
1652,0.592941165,0.388853,0.18
1653,0.587008953,0.42002234,0.62
1654,0.533015907,0.44914234,0.2
1655,0.517603636,0.6201966,0.87
1656,0.208167225,0.13186648,0.26
1657,0.706571519,0.8481927,0.93
1658,0.436675191,0.57233155,0.59
1659,0.506212234,0.43973348,0.6
1660,0.409813404,0.47010833,0.37
1661,0.203431726,0.15494908,0.12
1662,0.46560356,0.5149658,0.14
1663,0.339013755,0.41830164,0.41
1664,0.285496682,0.3552071,0.07
1665,0.151976049,0.1544828,0.38
1666,0.733247876,0.658466,0.64
1667,0.5714975,0.501053,0.87
1668,0.491795778,0.46283332,0.43
1669,0.229529366,0.2056,0.19
1671,0.592958629,0.5471848,0.46
1673,0.712469995,0.61272836,0.69
1674,0.609513998,0.6945585,0.81
1676,0.364605337,0.3252468,0.44
1677,0.416832358,0.31343746,0.72
1678,0.705582082,0.5554839,0.63
1679,0.649113894,0.5960045,1
1681,0.346964151,0.26770288,0.19
1682,0.37207368,0.23591402,0.22
1683,0.216336608,0.22657838,0.08
1684,0.528312743,0.36195296,0.47
1685,0.162481174,0.1863764,0.15
1686,0.506988406,0.638618,0.6
1687,0.540940404,0.51070124,0.77
1688,0.559580207,0.5341997,0.32
1691,0.589849293,0.46082327,0.52
1693,0.7776407,0.8091308,0.88
1694,0.271816105,0.19334573,0.27
1695,0.376890272,0.5436141,0.52
1696,0.44979161,0.5271286,0.3
1697,0.564127743,0.61434996,0.39
1698,0.34907794,0.34277552,0.42
1699,0.531101823,0.391034,0.24
1700,0.194088399,0.14516287,0.07
1701,0.337392747,0.33569357,0.28
1702,0.397576571,0.35196915,0.29
1703,0.291764349,0.2699783,0.21
1704,0.515647769,0.35049987,0.52
1705,0.506866336,0.6727931,0.49
1706,0.503052771,0.2733649,0.26
1707,0.371049702,0.40980783,0.17
1708,0.217210039,0.2472086,0.2
1710,0.837903857,0.8450902,1
1711,0.335642219,0.3942816,0.15
1713,0.259135962,0.256135,0.04
1714,0.54824549,0.49815768,0.9
1715,0.746273041,0.7035024,0.77
1716,0.455388129,0.26929572,0.39
1719,0.66284132,0.25346893,0.33
1720,0.410875678,0.37907305,0.58
1722,0.404509574,0.44051558,0.37
1723,0.431469083,0.39901182,0.67
1724,0.177907169,0.27904916,0.07
1725,0.655424237,0.5022108,0.47
1726,0.346994579,0.2871808,0.2
1728,0.458981365,0.3681354,0.75
1730,0.206814095,0.18835878,0.24
1734,0.654125869,0.61174613,0.82
1736,0.4921031,0.6292145,1
1737,0.213110611,0.19661918,0.49
1738,0.215546325,0.23291536,0.15
1739,0.478389621,0.55269104,0.75
1740,0.454873055,0.5162739,0.61
1742,0.303087264,0.27595028,0.07
1744,0.851260781,0.8236141,1
1747,0.673207939,0.66862464,0.48
1748,0.607513189,0.57276607,0.77
1749,0.344362855,0.65042686,0.19
1750,0.385978431,0.4452919,0.09
1752,0.706287026,0.60902005,0.49
1753,0.236130819,0.17666,0.32
1754,0.438535929,0.31255984,0.24
1755,0.281566232,0.23704508,0.08
1756,0.61439842,0.29951563,0.39
1759,0.661209762,0.4521044,0.92
1760,0.22719425,0.24922489,0.22
1762,0.273196131,0.21214062,0.08
1763,0.337816626,0.3649052,0.22
1764,0.677396297,0.59849083,0.7
1765,0.899432361,0.7856861,0.56
1766,0.63949734,0.7125939,0.77
1767,0.408428729,0.5590415,0.79
1768,0.5531317,0.29861504,0.84
1770,0.288436234,0.39091182,0.15
1771,0.579921544,0.54874283,0.99
1772,0.387841702,0.23912363,0.31
1773,0.489064693,0.3189659,0.57
1774,0.327700227,0.3888716,0.54
1776,0.614120841,0.6831121,1
1777,0.331346124,0.3065874,0.24
1778,0.644419253,0.4573266,0.72
1779,0.336259872,0.30546144,0.49
1780,0.520559967,0.47999513,0.62
1783,0.652661741,0.45104322,0.25
1785,0.624736071,0.45245105,0.14
1787,0.617098689,0.52133346,0.8
1788,0.659469604,0.52053934,0.94
1789,0.452261984,0.22002575,1
1790,0.172291666,0.19912598,0.15
1791,0.758213699,0.34223676,0.72
1792,0.293473333,0.3136755,0.83
1793,0.216962621,0.20820218,0.16
1796,0.324669749,0.3397257,0.42
1797,0.334424943,0.2452968,0.11
1800,0.50901264,0.52321917,0.14
1801,0.699507535,0.7128703,0.62
1802,0.427242607,0.3119422,0.24
1804,0.204531148,0.19082022,0.36
1805,0.863848746,0.8545129,0.78
1806,0.595991433,0.43691483,0.69
1807,0.192707285,0.22427031,0.04
1808,0.350155979,0.42786765,0.47
1809,0.471500874,0.24989702,0.14
1810,0.215481922,0.1529552,0.06
1811,0.408666044,0.40498322,0.2
1814,0.303239971,0.28665075,0.18
1815,0.640936553,0.6208169,0.66
1817,0.584900498,0.7236422,0.54
1818,0.450624436,0.5137705,0.26
1819,0.716743827,0.6725151,1
1820,0.254923642,0.28102687,0.26
1821,0.584150314,0.49263653,0.79
1825,0.364875019,0.2739763,0.38
1826,0.732266724,0.45106384,0.78
1827,0.485450268,0.43352616,0.5
1828,0.34446162,0.2511126,0.11
1830,0.568001151,0.28998998,0.36
1831,0.706035316,0.5571707,0.41
1832,0.464286298,0.41100112,0.42
1834,0.701186955,0.47726607,0.72
1836,0.59713769,0.40891832,0.78
1837,0.828944445,0.5100331,0.68
1838,0.771312058,0.70383424,0.68
1839,0.340403914,0.49674705,0.39
1840,0.914641619,0.93154377,0.19
1841,0.324358284,0.21931586,0.17
1842,0.306686014,0.43201664,0.42
1843,0.565901399,0.38469112,0.67
1844,0.172094598,0.2270767,0.08
1845,0.203820348,0.42773232,0.22
1846,0.587722778,0.37053478,0.62
1847,0.4209916,0.29425684,0.38
1849,0.550982714,0.33917347,0.17
1850,0.53692472,0.44753194,0.48
1851,0.316405088,0.3580659,0.42
1853,0.375939608,0.713366,0.5
1854,0.487171441,0.31974885,0.78
1855,0.746183515,0.67086077,0.98
1856,0.771577835,0.8809349,0.79
1858,0.257545024,0.3462759,0.12
1859,0.38428387,0.5729459,0.77
1860,0.663066328,0.7697552,1
1861,0.467739046,0.44100484,0.08
1863,0.830356956,0.6985687,0.5
1864,0.629000723,0.4023519,0.77
1866,0.369973779,0.45226514,0.33
1867,0.210051596,0.21978031,0.35
1868,0.249139071,0.4263633,0.06
1869,0.345969379,0.13367207,0.06
1870,0.275795817,0.16242352,0.2
1871,0.943569124,0.9663089,1
1872,0.435698867,0.44811976,0.11
1873,0.765906155,0.59278595,0.3
1874,0.669755518,0.6645827,0.52
1875,0.208201617,0.21209376,0.52
1876,0.230630174,0.20271577,1
1877,0.796093941,0.7931437,0.79
1878,0.478185594,0.3497918,0.25
1879,0.400111794,0.6474813,0.7
1880,0.616705954,0.6601763,0.2
1881,0.6021474,0.7822071,0.59
1882,0.581721008,0.5362032,0.37
1883,0.409776002,0.3623622,1
1885,0.783894777,0.6066249,0.2
1887,0.740254343,0.5514975,0.81
1888,0.680585325,0.6256619,1
1890,0.802856386,0.7967111,0.73
1892,0.874724507,0.73926455,0.5
1893,0.622980297,0.76189524,1
1894,0.658263683,0.561912,0.75
1896,0.15960671,0.20662142,0.74
1898,0.72353518,0.6232555,0.98
1899,0.808903337,0.6609301,0.12
1901,0.824848115,0.7881176,1
1902,0.662003815,0.46073005,0.79
1903,0.66214627,0.4491454,0.87
1904,0.318182349,0.3097179,0.11
1905,0.741505623,0.65712184,0.06
1906,0.328050584,0.2974638,0.1
1907,0.479218572,0.5128738,0.39
1908,0.515416622,0.44957384,0.55
1909,0.29711768,0.23863532,0.08
1910,0.450970083,0.26991862,0.35
1911,0.623375177,0.47233447,0.92
1912,0.672140777,0.5996655,1
1914,0.734752953,0.54562235,1
1915,0.432302564,0.42522928,0.49
1916,0.3367109,0.2749986,0.12
1917,0.402374357,0.26706442,0.14
1918,0.571370244,0.40302342,0.37
1919,0.501257718,0.3423368,0.11
1920,0.439015687,0.38411754,0.22
1921,0.288769454,0.33909157,0.22
1922,0.654446244,0.52947557,0.75
1923,0.503885269,0.63411456,0.3
1924,0.843926728,0.7961275,1
1927,0.515874684,0.24619249,0.35
1929,0.254048616,0.25829557,0.3
1930,0.55018121,0.47603974,0.37
1931,0.373386264,0.5123499,0.07
1932,0.370438695,0.40409252,0.28
1934,0.667978346,0.71199816,1
1935,0.773948789,0.8339154,1
1938,0.83254844,0.61589354,1
1940,0.746047676,0.68035364,0.5
1941,0.627017438,0.5289008,1
1943,0.624435127,0.5119424,0.42
1945,0.696711719,0.39317593,0.22
1946,0.649561763,0.7018191,0.63
1947,0.487539738,0.49521744,0.57
1948,0.640676618,0.41684923,0.15
1949,0.64693284,0.41615537,0.15
1950,0.67210573,0.5303084,0.41
1951,0.53910768,0.60053325,0.67
1952,0.759816706,0.7874435,0.84
1955,0.444999069,0.21397349,0.08
1956,0.517039657,0.4623434,0.5
1957,0.624239862,0.61930114,0.12
1958,0.531837821,0.34961942,0.62
1959,0.744856238,0.6901671,0.52
1960,0.487988025,0.4233344,0.25
1961,0.398218811,0.3963752,0.11
1962,0.659878016,0.58273244,0.63
1963,0.872847676,0.70524365,0.89
1965,0.808978021,0.6963609,0.59
1967,0.558404863,0.4447596,0.54
1968,0.531774819,0.40953708,0.36
1969,0.230126902,0.20279391,0.1
1970,0.633244455,0.4248217,0.69
1972,0.480282933,0.3135986,0.06
1973,0.177638605,0.15661483,0.11
1974,0.646404147,0.5499598,0.63
1975,0.751688242,0.46701032,1
1976,0.295181781,0.25002748,0.17
1977,0.376808643,0.5462984,0.12
1978,0.302487373,0.3563575,0.71
1981,0.63611716,0.4572424,0.55
1982,0.614769816,0.42051515,0.68
1983,0.389979392,0.63910466,0.58
1984,0.407654136,0.30816546,0.17
1985,0.489414871,0.26047707,0.23
1986,0.655647278,0.62926996,0.31
1988,0.680167496,0.5576684,0.32
1989,0.746626079,0.46930414,0.82
1990,0.302615047,0.28226972,0.73
1991,0.914282024,0.9089069,0.91
1992,0.477626622,0.5398631,0.14
1994,0.644948542,0.33776462,0.09
1996,0.484989762,0.24743664,0.17
1997,0.516354978,0.39355963,0.56
1999,0.746471167,0.6552549,1
2001,0.209928825,0.27288938,0.42
2003,0.768075764,0.69515544,0.8
2004,0.510813534,0.47371677,0.77
2005,0.759515822,0.6877327,0.6
2006,0.494878024,0.6146398,0.91
2007,0.480409235,0.42622933,1
2009,0.777267456,0.67877537,0.85
2010,0.670006156,0.6532891,0.74
2011,0.218915865,0.18129487,0.05
2012,0.884013951,0.8555518,0.95
2013,0.774891794,0.50739115,0.8
2014,0.593583167,0.41804075,0.4
2015,0.324356794,0.21950491,0.18
2016,0.795130253,0.6977186,1
2017,0.406948477,0.32405764,0.2
2018,0.55788362,0.29815182,0.32
2019,0.442154497,0.28241578,0.36
2020,0.496168345,0.42368945,0.5
2021,0.548066199,0.31103817,0.49
2022,0.576280713,0.5745359,0.8
2024,0.279722989,0.30180317,0.15
2026,0.52743113,0.31600043,0.15
2029,0.345792502,0.27881286,0.29
2030,0.695931852,0.6337244,0.29
2032,0.664834678,0.5035963,1
2033,0.595960021,0.55046606,0.17
2034,0.537708163,0.5691173,0.6
2035,0.654653192,0.7823201,0.58
2036,0.181592718,0.21171814,0.28
2037,0.827750087,0.92079735,1
2038,0.820204854,0.7889608,0.92
2040,0.304021746,0.24596055,0.12
2041,0.406980783,0.29515612,0.13
2042,0.298733622,0.23525047,0.17
2044,0.764032125,0.603873,0.4
2045,0.592568159,0.45889553,0.23
2046,0.535912812,0.5397664,0.19
2047,0.650064111,0.8452009,0.61
2048,0.601486087,0.3519125,0.4
2050,0.206558362,0.14954111,0.04
2051,0.526493609,0.55607456,0.19
2052,0.514923275,0.5002264,0.78
2053,0.603885889,0.53190696,0.84
2054,0.42695576,0.26454124,0.16
2055,0.680546403,0.72234136,0.91
2056,0.805166721,0.7512544,0.81
